NOME,Ano,IAA,IEG,IPS,IDA,IPP,IPV,IAN,INDE
ALUNO-425,2020,8.75001,6.2,7.5,7.333333333,6.666666667,5.666656667,10,7.131665667
ALUNO-426,2020,8.00002,6.5,7.5,5,7.291666667,7.833333333,5,6.645835333
ALUNO-427,2020,,,,,,,,
ALUNO-428,2020,,,,,,,,
ALUNO-429,2020,,,,,,,,
ALUNO-430,2020,,,,,,,,
ALUNO-431,2020,9.50002,9.8,6.875,8.5,2.5,3.83335,5,6.814172
ALUNO-432,2020,,,,,,,,
ALUNO-433,2020,,,,,,,,
ALUNO-434,2020,,,,,,,,
ALUNO-435,2020,7.50001,8.8,7.5,5.333333333,8.75,8.05556,5,7.312779667
ALUNO-436,2020,,,,,,,,
ALUNO-437,2020,10.00002,8.5,7.5,5.5,7.916666667,7.333333333,10,7.808335333
ALUNO-438,2020,,,,,,,,
ALUNO-439,2020,9.58335,3.6,7.5,0,7.916666667,6.05555,5,4.931111667
ALUNO-440,2020,,,,,,,,
ALUNO-441,2020,9.50002,7.4,6.25,8.5,5,6.72222,10,7.599446
ALUNO-442,2020,8.50002,10,7.5,9.5,7.5,7.33333,5,8.216668
ALUNO-443,2020,8.50002,9.7,7.5,6,8.75,7.77778,5,7.670558
ALUNO-444,2020,,,,,,,,
ALUNO-445,2020,9.00002,6.3,7.5,4.75,7.1875,7.916665,5,6.662085
ALUNO-446,2020,,,,,,,,
ALUNO-447,2020,8.50002,10,5,9.5,2.5,4.99999,5,7
ALUNO-448,2020,9.50002,8.9,9.375,1.5,8.541666667,8.444443333,10,7.510557333
ALUNO-449,2020,9.50002,9.2,7.5,10,7.5,7.277776667,10,8.745557333
ALUNO-450,2020,7.91667,6.4,7.5,6.666666667,8.4375,7.2916675,5,6.957083833
ALUNO-451,2020,9.00002,8,6.25,4.5,7.083333333,7.944443333,10,7.322224
ALUNO-452,2020,,,,,,,,
ALUNO-453,2020,8.50002,6.1,7.5,0,8.125,7.75,5,5.682502
ALUNO-454,2020,,,,,,,,
ALUNO-455,2020,9.50002,9.3,7.5,7,7.708333333,9.277783333,10,8.586392
ALUNO-456,2020,,,,,,,,
ALUNO-457,2020,8.00002,7.1,5.625,0,5.625,7.833333333,10,5.911668667
ALUNO-458,2020,8.50002,6.2,7.5,0,7.291666667,7.333333333,5,5.535835333
ALUNO-459,2020,6.66666,6.9,3.125,3.666666667,8.125,7.666666667,5,5.938332667
ALUNO-460,2020,9.58335,9,4.375,6.333333333,8.59375,8.9583375,10,8.113544167
ALUNO-461,2020,,,,,,,,
ALUNO-462,2020,7.91667,8.2,7.5,6,8.333333333,7.66667,5,7.248334333
ALUNO-463,2020,8.75001,9.7,5,8,8.59375,7.583335,10,8.291043
ALUNO-464,2020,9.58335,8.4,7.5,0,8.75,7.888893333,10,6.841113667
ALUNO-465,2020,,,,,,,,
ALUNO-466,2020,0,6.5,6.25,5.166666667,7.65625,7.791665,5,5.782291333
ALUNO-467,2020,9.50002,7.5,6.875,3.75,7.1875,7.58333,5,6.622918
ALUNO-468,2020,9.50002,7.5,5,9,6.875,7.444443333,5,7.426390667
ALUNO-469,2020,8.75001,9.1,6.875,8,7.8125,7.91667,10,8.347085
ALUNO-470,2020,,,,,,,,
ALUNO-471,2020,,,,,,,,
ALUNO-472,2020,9.00002,8.9,7.5,9.5,7.708333333,8.11111,5,8.223057333
ALUNO-473,2020,9.50002,7.7,6.875,10,6.875,7.222216667,5,7.809445333
ALUNO-474,2020,9.50002,8.3,7.5,9.5,7.291666667,7.72222,5,8.033612667
ALUNO-475,2020,,,,,,,,
ALUNO-476,2020,8.33334,9.1,6.25,7.166666667,7.8125,8.041665,10,8.101250333
ALUNO-477,2020,9.00002,5.9,5,2.75,7.5,7.055553333,5,5.791112667
ALUNO-478,2020,9.50002,9.3,7.5,2,7.291666667,6.94444,5,6.578056667
ALUNO-479,2020,,,,,,,,
ALUNO-480,2020,,,,,,,,
ALUNO-481,2020,,,,,,,,
ALUNO-482,2020,10.00002,9.6,7.5,8,9.166666667,8.277776667,5,8.342224
ALUNO-483,2020,9.50002,9.6,5,8,7.708333333,8.16667,10,8.374169333
ALUNO-484,2020,9.58335,0,3.125,7.8,0,0,10,5.703335
ALUNO-485,2020,,,,,,,,
ALUNO-486,2020,9.00002,9,5,0.5,5.625,7.5,5,5.862502
ALUNO-487,2020,9.50002,10,7.5,10,7.8125,6.49999,10,8.78125
ALUNO-488,2020,10.00002,4.2,6.875,5.666666667,7.291666667,5.611103333,10,6.512222667
ALUNO-489,2020,,,,,,,,
ALUNO-490,2020,9.58335,8.5,6.875,8.666666667,7.65625,8.29167,5,8.003127333
ALUNO-491,2020,8.50002,2.3,7.5,10,7.1875,6.91666,5,6.662084
ALUNO-492,2020,6.66666,8.1,7.5,5.833333333,7.65625,8.166665,10,7.602290667
ALUNO-493,2020,,,,,,,,
ALUNO-494,2020,,,,,,,,
ALUNO-495,2020,7.91667,10,7.5,8.4,0,0,10,8.651667
ALUNO-496,2020,10.00002,9.5,7.5,7.666666667,7.96875,8.5416725,10,8.688544833
ALUNO-497,2020,,,,,,,,
ALUNO-498,2020,,,,,,,,
ALUNO-499,2020,9.50002,8.7,10,9,7.1875,8,5,8.308752
ALUNO-500,2020,9.16668,8.5,7.5,4.833333333,7.96875,8.208335,10,7.771876667
ALUNO-501,2020,,,,,,,,
ALUNO-502,2020,8.75001,8.5,7.5,6.666666667,8.541666667,8.333333333,10,8.179167667
ALUNO-503,2020,9.00002,10,7.5,5.75,2.5,5.916675,10,7.233337
ALUNO-504,2020,,,,,,,,
ALUNO-505,2020,,,,,,,,
ALUNO-506,2020,8.50002,10,7.5,10,7.5,7.166665,10,8.783335
ALUNO-507,2020,9.58335,8.8,5,7.666666667,8.125,7.22222,10,8.008612333
ALUNO-508,2020,,,,,,,,
ALUNO-509,2020,7.91667,9.5,7.5,6.333333333,7.65625,8.7083375,10,8.215626167
ALUNO-510,2020,,,,,,,,
ALUNO-511,2020,,,,,,,,
ALUNO-512,2020,8.75001,10,4.375,8.333333333,9.791666667,9.222226667,5,8.302779667
ALUNO-513,2020,7.41668,9.4,7.5,10,8.125,7.75,10,8.734168
ALUNO-514,2020,,,,,,,,
ALUNO-515,2020,6.66666,9.1,6.875,6.333333333,7.96875,6.41666,10,7.521039667
ALUNO-516,2020,,,,,,,,
ALUNO-517,2020,9.16668,3.1,7.5,6.333333333,8.333333333,7.833336667,10,6.953335333
ALUNO-518,2020,8.75001,9.2,7.5,7.333333333,7.96875,7.9583325,10,8.320209167
ALUNO-519,2020,,,,,,,,
ALUNO-520,2020,7.41668,9.6,6.25,6,8.75,9.05556,10,8.17278
ALUNO-521,2020,8.50002,8.5,10,10,8.75,8.611113333,5,8.647224667
ALUNO-522,2020,8.50002,9.3,7.5,6.5,7.1875,7.583335,5,7.495419
ALUNO-523,2020,,,,,,,,
ALUNO-524,2020,9.00002,10,7.5,9.5,8.125,7.5,5,8.362502
ALUNO-525,2020,,,,,,,,
ALUNO-526,2020,,,,,,,,
ALUNO-527,2020,9.16668,8.5,6.875,6.666666667,8.90625,9.3750075,5,7.903127833
ALUNO-528,2020,,,,,,,,
ALUNO-529,2020,,,,,,,,
ALUNO-530,2020,9.00002,3.3,7.5,0,7.1875,7.58333,5,5.045418
ALUNO-531,2020,8.33334,9.8,7.5,5,7.916666667,8.72223,5,7.579446667
ALUNO-532,2020,,,,,,,,
ALUNO-533,2020,9.50002,6.7,6.875,0,7.916666667,6.833326667,5,5.635834
ALUNO-534,2020,9.00002,10,6.25,10,7.8125,7.5,5,8.306252
ALUNO-535,2020,9.00002,8.5,5.625,7.5,5.625,7.416665,2.5,6.958335
ALUNO-536,2020,,,,,,,,
ALUNO-537,2020,,,,,,,,
ALUNO-538,2020,,,,,,,,
ALUNO-539,2020,,,,,,,,
ALUNO-540,2020,8.50002,8.1,7.5,7,8.125,7.75,5,7.482502
ALUNO-541,2020,9.16668,9.9,6.875,9.666666667,7.916666667,8.944446667,10,9.098057333
ALUNO-542,2020,,,,,,,,
ALUNO-543,2020,,,,,,,,
ALUNO-544,2020,9.50002,7.6,3.75,5.5,7.5,7.55555,5,6.706112
ALUNO-545,2020,8.50002,6.9,7.5,5,7.291666667,7.666666667,5,6.742502
ALUNO-546,2020,8.33335,5.4,3.125,4.666666667,5.416666667,4.888896667,2.5,4.928614333
ALUNO-547,2020,8.33334,6.6,5,6,8.333333333,7.94445,10,7.275557333
ALUNO-548,2020,,,,,,,,
ALUNO-549,2020,7.50001,1.7,4.375,0,7.96875,6.2916625,10,4.5827085
ALUNO-550,2020,,,,,,,,
ALUNO-551,2020,,,,,,,,
ALUNO-552,2020,0,8.7,6.875,3,7.916666667,7.055553333,5,5.730277333
ALUNO-553,2020,,,,,,,,
ALUNO-554,2020,,,,,,,,
ALUNO-555,2020,8.50002,9.5,7.5,7.5,7.5,7.833333333,5,7.816668667
ALUNO-556,2020,,,,,,,,
ALUNO-557,2020,9.50002,8.5,6.25,7.5,8.4375,7.916665,5,7.702085
ALUNO-558,2020,,,,,,,,
ALUNO-559,2020,8.50002,4.3,7.5,4,6.5625,7.249995,5,5.866251
ALUNO-560,2020,8.91668,5.3,7.5,7.5,6.875,7.333333333,5,6.855834667
ALUNO-561,2020,7.5,5.5,7.5,1.166666667,8.125,6.833326667,10,6.012498667
ALUNO-562,2020,8.00002,9.7,7.5,6.25,9.166666667,8.500003333,10,8.356669333
ALUNO-563,2020,,,,,,,,
ALUNO-564,2020,9.58335,4,5,9,7.96875,7.1666675,10,7.2885435
ALUNO-565,2020,,,,,,,,
ALUNO-566,2020,,,,,,,,
ALUNO-567,2020,,,,,,,,
ALUNO-568,2020,8.33334,9.7,7.5,7.333333333,8.125,7.111103333,5,7.724721333
ALUNO-569,2020,9.50002,10,7.5,10,7.5,8.91667,10,9.233336
ALUNO-570,2020,9.00002,6.3,7.5,10,7.5,7.61111,5,7.682224
ALUNO-571,2020,,,,,,,,
ALUNO-572,2020,,,,,,,,
ALUNO-573,2020,,,,,,,,
ALUNO-574,2020,9.58335,8.4,6.875,7.666666667,8.125,7.33333,5,7.638334333
ALUNO-575,2020,,,,,,,,
ALUNO-576,2020,,,,,,,,
ALUNO-577,2020,7.50002,5,7.5,0,7.291666667,7.833333333,5,5.295835333
ALUNO-578,2020,,,,,,,,
ALUNO-579,2020,9.00002,8.5,6.25,6.5,5,9.083335,10,7.841669
ALUNO-580,2020,,,,,,,,
ALUNO-581,2020,8.75001,1.9,7.5,0,7.916666667,7.222223333,5,4.741112333
ALUNO-582,2020,,,,,,,,
ALUNO-583,2020,7.08334,6.2,6.875,7.666666667,7.96875,7.2916675,10,7.424375833
ALUNO-584,2020,,,,,,,,
ALUNO-585,2020,9.00002,8,4.375,6,5.208333333,8.055553333,2.5,6.519446
ALUNO-586,2020,8.50002,8.1,7.5,10,7.291666667,7.666666667,5,7.982502
ALUNO-587,2020,,,,,,,,
ALUNO-588,2020,10.00002,10,7.5,7.5,7.8125,8.16667,10,8.664586
ALUNO-589,2020,8.41668,8.3,7.5,8,5.416666667,7.5,5,7.393334667
ALUNO-590,2020,,,,,,,,
ALUNO-591,2020,,,,,,,,
ALUNO-592,2020,,,,,,,,
ALUNO-593,2020,,,,,,,,
ALUNO-594,2020,9.00002,8.8,6.875,9,7.291666667,7.944443333,5,7.965557333
ALUNO-595,2020,,,,,,,,
ALUNO-596,2020,,,,,,,,
ALUNO-597,2020,6.24999,3.7,5.625,5.5,5.78125,6.1666675,10,5.8389575
ALUNO-598,2020,9.58335,7,7.5,1.666666667,7.1875,6.8333325,5,6.027084833
ALUNO-599,2020,7.91667,0,6.875,8.5,0,0,10,6.566667
ALUNO-600,2020,,,,,,,,
ALUNO-601,2020,0,5.1,6.875,2.666666667,7.34375,6.5416625,10,5.283540833
ALUNO-602,2020,3.49998,9.4,4.375,8,7.8125,3.25001,5,6.19875
ALUNO-603,2020,6.33335,8.1,5,3,6.041666667,8.05555,5,6.068611667
ALUNO-604,2020,8.75001,9.7,7.5,7.333333333,7.96875,8.2083375,10,8.470210167
ALUNO-605,2020,9.00002,7.1,7.5,8,7.5,7.111106667,5,7.342223333
ALUNO-606,2020,9.16668,9.6,6.25,6.666666667,7.03125,7.7916625,5,7.556458833
ALUNO-607,2020,,,,,,,,
ALUNO-608,2020,7.91667,6.3,6.875,7,8.75,7.833336667,10,7.580834333
ALUNO-609,2020,8.75001,0,6.875,8.3,0,0,10,6.570001
ALUNO-610,2020,,,,,,,,
ALUNO-611,2020,9.16668,8.5,5.625,5.666666667,7.03125,7.20833,10,7.457292333
ALUNO-612,2020,,,,,,,,
ALUNO-613,2020,9.50002,8.4,5,4,5.416666667,7.944443333,5,6.560557333
ALUNO-614,2020,0,3,6.875,5.333333333,7.5,6.9999975,10,5.504166167
ALUNO-615,2020,9.00002,10,7.5,10,10,9.833345,10,9.616671
ALUNO-616,2020,10.00002,8.7,7.5,6,8.75,8.41667,5,7.748336
ALUNO-617,2020,,,,,,,,
ALUNO-618,2020,9.50002,4,4.375,0,6.666666667,7.05555,2.5,4.515278667
ALUNO-619,2020,9.00002,9.7,7.5,4.5,7.291666667,7.61111,10,7.741390667
ALUNO-620,2020,,,,,,,,
ALUNO-621,2020,,,,,,,,
ALUNO-622,2020,10.00002,4.2,7.5,5.333333333,7.083333333,5.611103333,10,6.487222667
ALUNO-623,2020,,,,,,,,
ALUNO-624,2020,7.5,3.4,2.5,6.666666667,6.25,5.444433333,5,5.22722
ALUNO-625,2020,8.50002,7.3,6.25,0,7.5,8,5,5.785002
ALUNO-626,2020,7.91667,6,7.5,5.666666667,7.65625,7.0416675,10,7.048958833
ALUNO-627,2020,,,,,,,,
ALUNO-628,2020,,,,,,,,
ALUNO-629,2020,9.16668,0,7.5,9,0,0,10,7.016668
ALUNO-630,2020,8.75001,0,6.875,9.1,0,0,10,6.890001
ALUNO-631,2020,9.50002,8.5,3.125,3.5,6.041666667,7.55555,5,6.277778667
ALUNO-632,2020,,,,,,,,
ALUNO-633,2020,,,,,,,,
ALUNO-634,2020,6.91668,7.1,4.375,7.5,2.8125,6.58333,5,6.147084
ALUNO-635,2020,6.25001,6.7,4.375,4.333333333,7.1875,5.083325,10,6.004582667
ALUNO-636,2020,7.08334,3.7,7.5,6,6.875,5.611113333,5,5.708056667
ALUNO-637,2020,,,,,,,,
ALUNO-638,2020,9.00002,9.2,5,8.5,2.5,6.08333,5,6.906668
ALUNO-639,2020,7.91668,5.7,7.5,1.5,7.083333333,6.888883333,10,6.067778
ALUNO-640,2020,8.33334,8,7.5,4.666666667,8.59375,8.41667,5,7.159376333
ALUNO-641,2020,,,,,,,,
ALUNO-642,2020,7.50002,6.7,7.5,10,7.083333333,7.277776667,10,8.003890667
ALUNO-643,2020,,,,,,,,
ALUNO-644,2020,9.50002,8.6,8.75,10,7.8125,9.000005,5,8.626253
ALUNO-645,2020,9.00002,10,7.5,9.5,7.5,6.500005,10,8.600003
ALUNO-646,2020,8.00002,8.4,7.5,8.5,5.3125,6.75,10,7.811252
ALUNO-647,2020,8.50002,8.2,5,7.5,6.666666667,7.72222,5,7.201112667
ALUNO-648,2020,7.91668,6.2,7.5,5,6.875,5.499993333,10,6.569166667
ALUNO-649,2020,,,,,,,,
ALUNO-650,2020,,,,,,,,
ALUNO-651,2020,,,,,,,,
ALUNO-652,2020,,,,,,,,
ALUNO-653,2020,,,,,,,,
ALUNO-654,2020,,,,,,,,
ALUNO-655,2020,8.50002,9.4,7.5,9,6.458333333,7.72222,10,8.470279333
ALUNO-656,2020,,,,,,,,
ALUNO-657,2020,9.00002,9.6,7.5,8.5,8.958333333,8.05556,10,8.776947333
ALUNO-658,2020,,,,,,,,
ALUNO-659,2020,7.91667,5.7,7.5,0,7.34375,7.0833325,10,5.8327085
ALUNO-660,2020,,,,,,,,
ALUNO-661,2020,9.16668,9.1,7.5,7,7.5,8.125,10,8.261668
ALUNO-662,2020,,,,,,,,
ALUNO-663,2020,9.00002,8.5,6.25,9,4.6875,6.916665,5,7.377085
ALUNO-664,2020,9.58335,10,10,9.333333333,9.166666667,9.8889,5,9.219448333
ALUNO-665,2020,,,,,,,,
ALUNO-666,2020,5.83332,0.4,7.5,0,4.84375,4.66667,10,3.831041
ALUNO-667,2020,,,,,,,,
ALUNO-668,2020,9.00002,7.1,7.5,9,7.916666667,7.833333333,5,7.728335333
ALUNO-669,2020,,,,,,,,
ALUNO-670,2020,8.75001,7.5,9.375,8,9.166666667,9.33334,5,8.195835667
ALUNO-671,2020,8.50002,6,7.5,10,7.5,7.55555,5,7.561112
ALUNO-672,2020,9.00002,9.6,6.25,4.5,7.8125,7.916665,10,7.709585
ALUNO-673,2020,,,,,,,,
ALUNO-674,2020,,,,,,,,
ALUNO-675,2020,,,,,,,,
ALUNO-676,2020,4.58334,1.9,3.75,0,8.125,7.000003333,5,3.925834667
ALUNO-677,2020,9.50002,9.1,6.25,9,3.4375,8.58334,5,7.75542
ALUNO-678,2020,0,4.5,7.5,0,7.5,6.6111,10,4.72222
ALUNO-679,2020,,,,,,,,
ALUNO-680,2020,7.5,7.6,5.625,6.5,6.71875,6.375,10,7.079375
ALUNO-681,2020,8.00002,7.9,5,1.25,4.6875,7.75,5,5.648752
ALUNO-682,2020,9.00002,9.6,7.5,9,7.1875,7.75,5,8.138752
ALUNO-683,2020,6.91668,9.8,5,10,2.5,6.99999,5,7.301666
ALUNO-684,2020,10.00002,8.1,7.5,9.5,5.416666667,7.777773333,5,7.867223333
ALUNO-685,2020,8.50002,9.9,7.5,9.5,2.5,5,10,7.730002
ALUNO-686,2020,10.00002,8.6,5,9,7.8125,7.333335,5,7.767919
ALUNO-687,2020,,,,,,,,
ALUNO-688,2020,6.25001,7.6,5.625,4.666666667,7.03125,7.75,10,6.893959333
ALUNO-689,2020,9.00002,9.3,5,5.5,5,9.58334,10,7.77667
ALUNO-690,2020,,,,,,,,
ALUNO-691,2020,7.00002,9.2,6.25,9,7.291666667,7.5,5,7.694168667
ALUNO-692,2020,,,,,,,,
ALUNO-693,2020,8.50002,10,7.5,10,2.5,6.99999,10,8.25
ALUNO-694,2020,,,,,,,,
ALUNO-695,2020,9.00002,10,7.5,9,7.8125,6.99999,10,8.63125
ALUNO-696,2020,7.50002,9.6,7.5,6.5,7.916666667,8.833336667,5,7.778336
ALUNO-697,2020,,,,,,,,
ALUNO-698,2020,7.08333,8.8,5.625,5.333333333,8.333333333,7.888893333,5,7.008611667
ALUNO-699,2020,9.00002,4.7,7.5,6.5,7.916666667,8.05556,5,6.792780667
ALUNO-700,2020,9.00002,6.9,7.5,4.5,7.916666667,6.222213333,10,6.966111333
ALUNO-701,2020,,,,,,,,
ALUNO-702,2020,8.50002,9.5,7.5,10,7.291666667,7.944443333,10,8.818057333
ALUNO-703,2020,8.50002,9.9,7.5,9.5,8.4375,7.583335,5,8.340419
ALUNO-704,2020,9.00002,9.7,7.5,3.5,7.5,7.75,10,7.590002
ALUNO-705,2020,,,,,,,,
ALUNO-706,2020,,,,,,,,
ALUNO-707,2020,9.00002,8.7,7.5,8,7.708333333,7.666663333,5,7.794168
ALUNO-708,2020,8.50002,8.1,7.5,10,7.291666667,7.777776667,5,8.004724
ALUNO-709,2020,,,,,,,,
ALUNO-710,2020,9.50002,8.2,6.25,9,7.5,8.333335,10,8.431669
ALUNO-711,2020,,,,,,,,
ALUNO-712,2020,8.50002,8.6,7.5,7.5,7.1875,7.75,5,7.588752
ALUNO-713,2020,5.83334,6.8,7.5,1.5,5.625,7.555553333,10,6.066944667
ALUNO-714,2020,7.5,2.7,4.375,4.5,6.5625,6.333325,10,5.550415
ALUNO-715,2020,,,,,,,,
ALUNO-716,2020,9.00002,9.9,7.5,3.5,8.125,7.833333333,10,7.709168667
ALUNO-717,2020,,,,,,,,
ALUNO-718,2020,9.00002,7.4,4.375,0,7.291666667,7.5,5,5.546668667
ALUNO-719,2020,8.00002,5.4,4.375,1.5,7.708333333,6.49999,10,5.688333333
ALUNO-720,2020,6.24999,7.3,6.25,4,7.708333333,7.72222,5,6.325276333
ALUNO-721,2020,7.50002,7.3,5,4,2.5,7,5,5.660002
ALUNO-722,2020,,,,,,,,
ALUNO-723,2020,,,,,,,,
ALUNO-724,2020,6.91668,9.4,7.5,6,7.291666667,8.055553333,10,7.861945333
ALUNO-725,2020,9.00002,3.3,5,7,6.875,7.916665,10,6.730835
ALUNO-726,2020,,,,,,,,
ALUNO-727,2020,,,,,,,,
ALUNO-728,2020,,,,,,,,
ALUNO-729,2020,,,,,,,,
ALUNO-730,2020,,,,,,,,
ALUNO-731,2020,9.16668,7.8,3.125,4.333333333,7.708333333,7.555553333,5,6.437778667
ALUNO-732,2020,7.91667,7,7.5,7.666666667,8.541666667,7.611113333,10,7.851389667
ALUNO-733,2020,8.50002,7.9,8.125,2.5,7.1875,7.916665,10,7.044585
ALUNO-734,2020,,,,,,,,
ALUNO-735,2020,,,,,,,,
ALUNO-736,2020,,,,,,,,
ALUNO-737,2020,8.50002,9.6,7.5,6.5,7.5,7.5,10,8.070002
ALUNO-738,2020,7.50002,9,6.875,6,8.541666667,8.333336667,5,7.458336
ALUNO-739,2020,10.00002,7.3,10,8.333333333,8.4375,8.666675,10,8.703753667
ALUNO-740,2020,8.00002,9.4,8.125,10,7.8125,5.83333,5,7.940418
ALUNO-741,2020,,,,,,,,
ALUNO-742,2020,,,,,,,,
ALUNO-743,2020,9.00002,9.8,5,10,2.5,6.916655,10,7.993333
ALUNO-744,2020,5.41667,4.6,5,2.666666667,6.71875,7.0416675,5,5.075208833
ALUNO-745,2020,8.75001,5.7,7.5,2,8.125,7.38889,5,5.955279
ALUNO-746,2020,9.00002,9.1,7.5,9,8.541666667,8.833336667,10,8.890836
ALUNO-747,2020,7.91667,9.1,5.625,8,7.96875,7.91667,10,8.154376
ALUNO-748,2020,,,,,,,,
ALUNO-749,2020,9.58335,3.7,7.5,5.333333333,8.541666667,5.66666,10,6.502500333
ALUNO-750,2020,9.58335,6.4,6.875,0,8.125,6.555553333,5,5.549445667
ALUNO-751,2020,,,,,,,,
ALUNO-752,2020,,,,,,,,
ALUNO-753,2020,7.91667,6.6,7.5,2.333333333,8.125,6.722216667,10,6.485277
ALUNO-754,2020,,,,,,,,
ALUNO-755,2020,7.91667,7.5,5,8,8.4375,7.5,10,7.735417
ALUNO-756,2020,9.00002,8.9,7.5,9,4.375,6.33333,5,7.434168
ALUNO-757,2020,5.41666,4.3,7.5,4.666666667,7.96875,6.791665,10,6.240207333
ALUNO-758,2020,9.00002,7.5,7.5,4.25,7.916666667,8.222226667,10,7.436114
ALUNO-759,2020,,,,,,,,
ALUNO-760,2020,9.00002,9.8,7.5,10,7.8125,6.24999,10,8.64125
ALUNO-761,2020,,,,,,,,
ALUNO-762,2020,,,,,,,,
ALUNO-763,2020,,,,,,,,
ALUNO-764,2020,,,,,,,,
ALUNO-765,2020,,,,,,,,
ALUNO-766,2020,8.75001,7.4,7.5,3.666666667,8.75,8.05556,5,6.824446333
ALUNO-767,2020,9.16668,5,7.5,7,7.96875,6.16666,10,7.096875
ALUNO-768,2020,7.91668,9.9,4.375,7.666666667,7.291666667,8.77778,5,7.727224
ALUNO-769,2020,,,,,,,,
ALUNO-770,2020,,,,,,,,
ALUNO-771,2020,,,,,,,,
ALUNO-772,2020,,,,,,,,
ALUNO-773,2020,9.00002,5.6,7.5,9.5,8.958333333,8.944446667,5,7.854724667
ALUNO-774,2020,,,,,,,,
ALUNO-775,2020,,,,,,,,
ALUNO-776,2020,9.16668,5.2,7.5,1.666666667,7.291666667,6.611106667,5,5.591389333
ALUNO-777,2020,8.00002,7.8,5,7.25,7.1875,7.416665,5,7.012085
ALUNO-778,2020,,,,,,,,
ALUNO-779,2020,8.75001,3.9,7.5,4,7.5,7.624995,10,6.48
ALUNO-780,2020,9.16668,8.2,7.5,8.333333333,7.96875,6.6666625,10,8.103542167
ALUNO-781,2020,,,,,,,,
ALUNO-782,2020,8.75001,8.7,9.375,5.666666667,9.166666667,9.166673333,10,8.435835667
ALUNO-783,2020,8.50002,8,7.5,4.5,8.125,7.916665,5,6.995835
ALUNO-784,2020,,,,,,,,
ALUNO-785,2020,10.00002,9.5,7.5,9,8.125,7.75,10,8.812502
ALUNO-786,2020,7.5,1.9,7.5,3,7.1875,6.83333,5,5.065416
ALUNO-787,2020,,,,,,,,
ALUNO-788,2020,,,,,,,,
ALUNO-789,2020,9.58335,2.8,7.5,0,7.916666667,5.611103333,5,4.682222333
ALUNO-790,2020,10.00002,8.9,7.5,8.666666667,9.791666667,9.777786667,10,9.198059333
ALUNO-791,2020,,,,,,,,
ALUNO-792,2020,9.00002,8.5,4.375,10,8.125,7.166665,5,7.783335
ALUNO-793,2020,6.83334,10,7.5,10,7.1875,7.333325,5,8.118749
ALUNO-794,2020,9.00002,9.6,6.25,6.5,7.916666667,8.722226667,10,8.281114
ALUNO-795,2020,10.00002,9.7,7.5,7,7.8125,8,5,7.971252
ALUNO-796,2020,9.16668,9.8,7.5,8.333333333,7.96875,7.6250025,10,8.615210167
ALUNO-797,2020,9.50002,6.8,4.375,6.5,6.875,8.111106667,5,6.857223333
ALUNO-798,2020,,,,,,,,
ALUNO-799,2020,,,,,,,,
ALUNO-800,2020,,,,,,,,
ALUNO-801,2020,,,,,,,,
ALUNO-802,2020,,,,,,,,
ALUNO-803,2020,9.00002,10,5.625,7,2.5,4.33335,10,6.979172
ALUNO-804,2020,,,,,,,,
ALUNO-805,2020,,,,,,,,
ALUNO-806,2020,,,,,,,,
ALUNO-807,2020,8.50002,10,6.25,9,2.5,7.833335,10,8.091669
ALUNO-808,2020,,,,,,,,
ALUNO-809,2020,,,,,,,,
ALUNO-810,2020,,,,,,,,
ALUNO-811,2020,8.00002,7.4,7.5,9,7.5,8.083335,10,8.196669
ALUNO-812,2020,,,,,,,,
ALUNO-813,2020,8.00002,7.6,7.5,10,7.1875,8,10,8.388752
ALUNO-814,2020,7.91668,9.4,5.625,3.75,7.916666667,7.944443333,5,6.864723333
ALUNO-815,2020,,,,,,,,
ALUNO-816,2020,,,,,,,,
ALUNO-817,2020,10.00002,9.5,7.5,7,6.25,8.333335,10,8.341669
ALUNO-818,2020,,,,,,,,
ALUNO-819,2020,,,,,,,,
ALUNO-820,2020,7.08333,8.3,5,9,8.75,8.944453333,10,8.332223667
ALUNO-821,2020,8.50002,6.5,5,9,7.291666667,7.222216667,5,7.123612
ALUNO-822,2020,,,,,,,,
ALUNO-823,2020,9.00002,9.4,8.125,9.5,7.916666667,8.333333333,5,8.450835333
ALUNO-824,2020,9.50002,8,6.25,9.5,6.875,7.444443333,5,7.751390667
ALUNO-825,2020,7.5,4.5,3.75,4.666666667,6.71875,5.4999925,10,5.730206833
ALUNO-826,2020,8.00002,6.1,7.5,3.5,6.666666667,6.222216667,10,6.381112
ALUNO-827,2020,,,,,,,,
ALUNO-828,2020,7.91667,8.2,5.625,7,8.541666667,8.777786667,5,7.503891
ALUNO-829,2020,9.58335,8.2,7.5,0,7.708333333,6.94444,10,6.508056333
ALUNO-830,2020,9.58335,10,10,7,8.958333333,9.222233333,10,9.098615
ALUNO-831,2020,9.00002,10,7.5,8.5,6.5625,6.916655,5,7.889583
ALUNO-832,2020,,,,,,,,
ALUNO-833,2020,,,,,,,,
ALUNO-834,2020,,,,,,,,
ALUNO-835,2020,0,7.9,3.125,0,6.5625,7.416665,10,5.032083
ALUNO-836,2020,,,,,,,,
ALUNO-837,2020,0,3.4,5,0,6.40625,6.124995,10,4.045624
ALUNO-838,2020,8.33334,8.4,5,7.333333333,8.333333333,8.000003333,10,7.913334667
ALUNO-839,2020,,,,,,,,
ALUNO-840,2020,9.00002,10,4.375,10,2.5,4.499995,10,7.487501
ALUNO-841,2020,,,,,,,,
